Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
43,Yes,Travel_Rarely,Sales,9,Bachelors,1188,1,Female,85,1,Sales Executive,3,Single,5346,No,13,7,4,3,1
32,No,Non-Travel,Sales,2,High School,1190,3,Female,76,3,Sales Representative,1,Divorced,2827,No,12,1,1,0,0
56,No,Travel_Rarely,Research & Development,4,Masters,1191,4,Female,92,3,Manager,1,Divorced,19943,No,13,28,5,2,4
29,No,Travel_Rarely,Research & Development,6,High School,1192,2,Female,54,3,Laboratory Technician,4,Married,3131,No,13,10,10,8,0
19,No,Travel_Rarely,Research & Development,9,Associates,1193,3,Male,54,3,Research Scientist,1,Single,2552,No,25,1,1,1,0
45,No,Travel_Rarely,Research & Development,7,Bachelors,1195,1,Female,83,3,Research Scientist,3,Married,4477,Yes,19,7,3,2,0
37,No,Travel_Rarely,Research & Development,1,Bachelors,1196,4,Female,56,2,Manufacturing Director,4,Married,6474,No,13,14,14,8,3
20,No,Travel_Rarely,Research & Development,3,Bachelors,1198,1,Male,87,2,Laboratory Technician,3,Single,3033,No,12,2,2,2,1
44,Yes,Travel_Rarely,Research & Development,10,Masters,1200,3,Male,96,3,Research Scientist,3,Single,2936,Yes,11,6,6,4,0
53,No,Travel_Rarely,Research & Development,7,Associates,1201,4,Female,50,3,Manager,3,Divorced,18606,No,18,26,7,7,4
29,No,Travel_Rarely,Research & Development,15,High School,1202,2,Female,69,1,Research Scientist,4,Married,2168,Yes,18,6,5,4,1
22,Yes,Travel_Frequently,Research & Development,3,Masters,1203,3,Male,48,2,Research Scientist,4,Married,2853,Yes,11,1,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelors,1204,3,Female,69,3,Manager,1,Married,17048,No,23,28,26,15,15
44,No,Non-Travel,Research & Development,17,Bachelors,1206,4,Male,74,1,Research Scientist,3,Single,2290,No,13,6,0,0,0
33,No,Travel_Rarely,Human Resources,2,Bachelors,1207,2,Male,99,3,Human Resources,3,Married,3600,No,13,5,5,4,1
41,Yes,Non-Travel,Research & Development,5,Associates,1210,1,Male,95,2,Research Scientist,1,Divorced,2107,No,17,5,1,0,0
30,No,Travel_Rarely,Sales,29,Masters,1211,3,Male,61,3,Sales Executive,1,Divorced,4115,No,19,8,4,3,0
40,No,Travel_Frequently,Sales,2,Masters,1212,2,Male,62,3,Sales Executive,2,Married,4327,No,12,5,0,0,0
50,No,Travel_Frequently,Research & Development,2,Bachelors,1215,4,Female,30,3,Manager,1,Married,17856,No,22,32,2,2,2
28,No,Travel_Rarely,Research & Development,19,Masters,1216,4,Male,78,2,Laboratory Technician,1,Married,3196,No,12,6,6,5,3
46,No,Travel_Rarely,Research & Development,15,Associates,1217,4,Male,52,3,Research Director,2,Married,19081,No,11,25,4,2,0
35,No,Travel_Rarely,Sales,17,Masters,1218,3,Male,94,3,Sales Executive,1,Married,8966,Yes,15,15,7,7,1
24,Yes,Travel_Rarely,Research & Development,17,Associates,1219,4,Female,97,3,Laboratory Technician,2,Married,2210,No,13,1,1,0,0
33,No,Travel_Frequently,Sales,25,Bachelors,1220,2,Female,82,3,Sales Executive,3,Married,4539,No,12,10,10,7,0
36,No,Travel_Rarely,Research & Development,6,Masters,1221,3,Male,60,1,Laboratory Technician,3,Divorced,2741,No,14,7,7,7,1
30,No,Travel_Rarely,Research & Development,7,Masters,1224,3,Male,49,3,Laboratory Technician,3,Divorced,3491,No,13,10,10,7,8
44,No,Travel_Rarely,Research & Development,29,Masters,1225,4,Male,32,3,Research Scientist,4,Single,4541,No,25,20,20,11,13
20,No,Travel_Rarely,Sales,21,Bachelors,1226,3,Male,43,4,Sales Representative,4,Single,2678,No,17,2,2,1,2
46,No,Travel_Rarely,Research & Development,2,Masters,1228,4,Male,60,3,Manufacturing Director,4,Divorced,7379,No,11,12,6,3,1
42,No,Non-Travel,Human Resources,2,Doctorate,1231,4,Male,79,4,Human Resources,1,Married,6272,No,16,10,4,3,0
60,No,Travel_Rarely,Sales,7,Masters,1233,2,Male,52,4,Sales Executive,4,Divorced,5220,Yes,18,12,11,7,1
32,No,Travel_Frequently,Research & Development,13,Bachelors,1234,3,Female,77,2,Laboratory Technician,2,Married,2743,No,20,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,Associates,1235,4,Female,38,3,Research Scientist,3,Single,4998,Yes,14,10,8,7,0
36,No,Travel_Rarely,Research & Development,1,Bachelors,1237,3,Female,77,1,Manufacturing Director,1,Divorced,10252,Yes,21,17,7,7,7
33,No,Travel_Rarely,Research & Development,9,Bachelors,1238,1,Male,60,3,Research Scientist,4,Married,2781,No,13,15,14,10,4
40,No,Travel_Rarely,Sales,10,Bachelors,1239,2,Female,84,2,Sales Executive,2,Divorced,6852,No,12,7,5,1,1
25,No,Travel_Rarely,Sales,10,Masters,1240,3,Male,57,3,Sales Executive,4,Single,4950,No,14,5,4,3,1
30,No,Travel_Rarely,Research & Development,1,Bachelors,1241,4,Male,63,3,Research Scientist,2,Married,3579,Yes,21,12,11,9,5
42,No,Travel_Frequently,Research & Development,26,Doctorate,1242,1,Female,60,3,Research Director,1,Married,13191,Yes,17,20,1,0,0
35,No,Non-Travel,Sales,8,Associates,1243,3,Female,78,2,Sales Executive,4,Married,10377,Yes,11,16,13,2,4
27,No,Travel_Rarely,Research & Development,14,Bachelors,1244,1,Male,42,3,Research Scientist,1,Married,2235,Yes,14,9,9,7,6
54,No,Travel_Frequently,Research & Development,1,Masters,1245,4,Female,53,3,Manufacturing Director,3,Divorced,10502,No,17,33,5,4,1
44,No,Travel_Rarely,Research & Development,2,High School,1246,1,Female,72,4,Research Scientist,4,Married,2011,No,13,10,10,5,7
19,Yes,Non-Travel,Research & Development,10,Bachelors,1248,1,Female,96,2,Research Scientist,2,Single,1859,Yes,25,1,1,1,0
29,No,Travel_Rarely,Research & Development,1,Bachelors,1249,1,Female,97,3,Research Scientist,4,Divorced,3760,No,15,3,3,2,1
54,No,Travel_Rarely,Research & Development,3,Bachelors,1250,4,Male,85,3,Research Director,4,Married,17779,No,14,36,10,9,0
31,No,Travel_Rarely,Research & Development,11,Associates,1251,3,Male,80,3,Healthcare Representative,1,Married,6833,Yes,12,6,6,5,0
31,No,Travel_Rarely,Research & Development,24,Bachelors,1252,3,Female,96,2,Healthcare Representative,1,Single,6812,No,19,10,10,9,1
59,No,Travel_Rarely,Sales,3,Bachelors,1254,3,Female,48,2,Sales Executive,4,Single,5171,No,17,13,6,1,0
43,No,Travel_Rarely,Research & Development,3,Bachelors,1255,3,Male,96,1,Research Director,4,Married,19740,No,14,25,8,7,0
49,No,Travel_Rarely,Research & Development,4,Associates,1256,1,Male,85,2,Manager,3,Married,18711,No,13,23,1,0,0
36,No,Travel_Frequently,Research & Development,3,Bachelors,1257,3,Male,46,3,Research Scientist,2,Married,3692,No,12,12,11,10,0
48,No,Travel_Rarely,Research & Development,2,Associates,1258,4,Male,76,4,Laboratory Technician,2,Single,2559,No,11,7,1,0,0
27,No,Travel_Rarely,Research & Development,4,Associates,1259,1,Male,76,3,Research Scientist,3,Divorced,2517,No,11,5,5,3,0
29,No,Travel_Rarely,Research & Development,7,Bachelors,1260,3,Male,82,3,Healthcare Representative,4,Divorced,6623,Yes,11,6,6,0,1
48,No,Travel_Rarely,Research & Development,1,Bachelors,1263,4,Male,76,2,Research Director,4,Single,18265,No,12,25,1,0,0
29,No,Travel_Rarely,Research & Development,1,Bachelors,1264,4,Female,87,2,Research Director,4,Divorced,16124,No,14,9,7,7,1
34,No,Travel_Rarely,Research & Development,20,Bachelors,1265,3,Female,89,4,Research Scientist,3,Married,2585,No,17,2,1,0,0
44,No,Travel_Rarely,Sales,5,Bachelors,1267,2,Male,88,3,Manager,2,Married,18213,No,11,26,22,9,3
33,No,Travel_Rarely,Sales,10,Doctorate,1268,4,Male,82,4,Sales Executive,3,Divorced,8380,Yes,14,10,9,8,0
19,No,Travel_Rarely,Research & Development,25,Bachelors,1269,2,Female,57,4,Research Scientist,4,Single,2994,Yes,12,1,1,0,0
23,No,Travel_Rarely,Research & Development,1,Associates,1270,4,Male,47,3,Research Scientist,3,Married,1223,No,22,1,1,0,0
25,Yes,Travel_Frequently,Sales,24,High School,1273,3,Male,73,1,Sales Representative,4,Single,1118,Yes,14,1,1,0,1
26,No,Travel_Rarely,Research & Development,4,Associates,1275,3,Male,53,3,Research Scientist,4,Single,2875,Yes,20,8,8,5,2
45,Yes,Travel_Rarely,Sales,2,Bachelors,1277,1,Female,94,1,Manager,2,Single,18824,Yes,16,26,24,10,1
55,No,Non-Travel,Research & Development,8,High School,1278,4,Male,37,2,Healthcare Representative,2,Divorced,13577,Yes,15,34,33,9,15
21,Yes,Travel_Frequently,Research & Development,10,Associates,1279,1,Female,45,2,Laboratory Technician,3,Single,2625,No,20,2,2,2,2
46,No,Travel_Rarely,Sales,4,Associates,1280,4,Female,33,2,Manager,2,Married,18789,No,14,26,11,4,0
34,No,Travel_Rarely,Sales,2,Bachelors,1281,3,Female,86,3,Sales Executive,1,Single,4538,Yes,12,4,3,2,0
51,No,Travel_Frequently,Sales,9,Bachelors,1282,4,Male,83,3,Manager,2,Divorced,19847,Yes,24,31,29,10,11
59,No,Travel_Rarely,Research & Development,18,Masters,1283,4,Male,67,3,Manufacturing Director,4,Single,10512,No,12,25,9,7,5
34,No,Travel_Frequently,Research & Development,19,Bachelors,1285,3,Female,46,3,Laboratory Technician,2,Divorced,4444,No,13,15,11,8,5
28,No,Travel_Frequently,Research & Development,1,Masters,1286,4,Male,44,3,Laboratory Technician,3,Single,2154,Yes,11,5,4,2,0
44,No,Travel_Rarely,Research & Development,4,Associates,1288,3,Male,92,4,Manager,1,Divorced,19190,No,14,26,25,9,14
34,No,Travel_Frequently,Human Resources,11,Bachelors,1289,3,Male,56,2,Human Resources,2,Married,4490,No,11,14,10,9,1
35,No,Travel_Rarely,Research & Development,6,High School,1291,3,Male,66,3,Research Scientist,3,Married,3506,Yes,14,4,3,2,2
42,No,Travel_Rarely,Research & Development,7,Masters,1292,2,Female,78,4,Research Scientist,2,Married,2372,Yes,16,18,1,0,0
43,No,Travel_Rarely,Sales,4,Masters,1293,4,Female,56,2,Sales Executive,4,Single,10231,No,14,23,21,7,15
36,No,Travel_Rarely,Research & Development,2,Masters,1294,3,Female,53,3,Manufacturing Director,2,Single,5410,Yes,11,18,16,14,5
44,Yes,Travel_Rarely,Research & Development,15,Bachelors,1295,1,Female,73,3,Healthcare Representative,4,Married,7978,No,11,10,10,7,0
28,No,Travel_Frequently,Research & Development,2,Bachelors,1296,4,Male,52,2,Laboratory Technician,4,Married,3867,Yes,12,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,Associates,1297,2,Female,40,2,Laboratory Technician,3,Single,2838,No,14,8,7,0,7
30,No,Non-Travel,Research & Development,9,Associates,1298,3,Female,72,3,Manufacturing Director,3,Single,4695,Yes,18,10,8,4,1
29,Yes,Travel_Rarely,Research & Development,7,Bachelors,1299,2,Female,39,3,Laboratory Technician,3,Divorced,3339,Yes,13,10,7,7,7
28,No,Travel_Rarely,Research & Development,1,Bachelors,1301,4,Male,84,3,Research Scientist,1,Single,2080,No,11,5,3,2,1
25,No,Travel_Rarely,Research & Development,1,Bachelors,1303,4,Female,40,3,Research Scientist,2,Single,2096,No,18,2,2,2,2
32,No,Travel_Rarely,Sales,8,Bachelors,1304,3,Male,56,4,Sales Executive,4,Married,6209,No,15,10,10,7,0
45,No,Travel_Frequently,Research & Development,25,Bachelors,1306,2,Female,83,3,Manager,2,Single,18061,No,22,22,0,0,0
39,No,Travel_Rarely,Research & Development,13,Masters,1307,3,Female,94,2,Manager,2,Divorced,17123,Yes,13,21,19,9,15
58,No,Travel_Rarely,Research & Development,23,Masters,1308,1,Male,88,3,Research Scientist,3,Divorced,2372,No,12,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,Associates,1309,4,Male,79,3,Laboratory Technician,3,Married,4883,No,18,10,10,4,1
39,Yes,Travel_Rarely,Research & Development,23,Bachelors,1310,3,Male,93,3,Research Scientist,1,Single,3904,No,13,6,5,2,0
30,No,Travel_Rarely,Research & Development,6,Bachelors,1311,1,Female,48,2,Laboratory Technician,4,Married,4627,No,12,10,9,2,6
36,No,Travel_Rarely,Research & Development,10,Masters,1312,4,Female,63,3,Healthcare Representative,3,Married,7094,No,12,10,7,7,1
46,No,Travel_Rarely,Human Resources,1,Associates,1314,4,Female,44,3,Human Resources,1,Single,3423,No,12,10,7,6,5
28,No,Non-Travel,Research & Development,1,Bachelors,1315,3,Female,55,1,Laboratory Technician,4,Married,6674,No,11,10,9,8,7
50,No,Travel_Rarely,Research & Development,28,Bachelors,1317,4,Female,43,3,Research Director,1,Married,16880,Yes,11,25,3,2,1
40,Yes,Travel_Rarely,Sales,25,Masters,1318,4,Male,57,2,Sales Executive,2,Single,9094,Yes,12,9,5,4,1
52,Yes,Travel_Rarely,Sales,5,Bachelors,1319,2,Male,64,3,Sales Executive,2,Single,8446,Yes,19,10,8,7,7
30,No,Travel_Rarely,Research & Development,17,Masters,1321,2,Female,95,3,Manager,1,Married,11916,Yes,23,9,9,1,0
39,No,Travel_Rarely,Research & Development,18,Associates,1322,1,Male,32,3,Manufacturing Director,3,Single,4534,No,11,9,8,7,1
31,No,Non-Travel,Sales,2,Masters,1324,4,Female,57,3,Sales Executive,3,Divorced,9852,Yes,19,10,10,8,9
41,No,Non-Travel,Sales,10,Associates,1329,3,Male,40,1,Sales Executive,2,Single,6151,No,13,19,19,2,11
31,Yes,Travel_Frequently,Sales,1,Bachelors,1331,4,Female,54,3,Sales Representative,2,Single,2302,Yes,11,3,3,2,2
44,Yes,Travel_Rarely,Research & Development,3,Bachelors,1333,1,Male,89,3,Laboratory Technician,1,Married,2362,No,12,10,3,2,1
42,No,Non-Travel,Research & Development,2,High School,1334,3,Male,37,3,Manager,3,Married,17861,Yes,13,21,20,8,2
55,No,Travel_Rarely,Research & Development,2,Associates,1336,4,Female,58,1,Manager,3,Married,19187,No,14,23,19,9,9
56,No,Travel_Rarely,Human Resources,8,Masters,1338,4,Male,99,3,Manager,2,Single,19717,No,14,36,7,3,7
40,No,Non-Travel,Research & Development,16,Associates,1340,3,Male,74,3,Research Scientist,3,Divorced,3544,No,16,6,4,2,0
34,No,Travel_Rarely,Research & Development,9,Bachelors,1344,4,Male,86,3,Healthcare Representative,4,Divorced,8500,No,11,10,9,7,1
40,No,Travel_Rarely,Research & Development,2,Bachelors,1346,3,Male,98,3,Research Scientist,4,Single,4661,No,13,9,9,8,8
41,No,Travel_Frequently,Sales,1,Bachelors,1349,3,Female,66,3,Sales Executive,1,Divorced,4103,No,17,10,9,3,1
35,No,Travel_Frequently,Research & Development,4,Masters,1350,3,Male,87,3,Research Scientist,3,Single,4249,Yes,11,9,9,6,1
51,No,Travel_Rarely,Human Resources,5,Bachelors,1352,3,Male,84,3,Manager,2,Divorced,14026,Yes,11,33,33,9,0
38,No,Travel_Rarely,Sales,2,Associates,1355,2,Female,31,3,Sales Executive,1,Divorced,6893,No,15,11,7,7,1
34,No,Travel_Rarely,Sales,15,Associates,1356,3,Female,66,3,Sales Executive,1,Single,6125,No,12,10,10,8,9
25,No,Travel_Rarely,Research & Development,19,High School,1358,4,Male,67,3,Laboratory Technician,4,Married,3669,No,11,7,3,2,1
58,Yes,Travel_Rarely,Research & Development,7,Masters,1360,3,Female,53,2,Manufacturing Director,1,Married,10008,Yes,14,31,10,9,5
40,No,Travel_Rarely,Research & Development,1,Masters,1361,2,Male,88,3,Laboratory Technician,2,Married,2387,No,22,7,4,2,0
36,No,Travel_Frequently,Sales,7,Bachelors,1362,1,Female,83,4,Sales Executive,1,Married,4639,No,16,17,15,7,6
48,No,Travel_Rarely,Research & Development,4,Bachelors,1363,4,Male,54,3,Manufacturing Director,4,Single,7898,No,11,11,10,9,0
27,No,Travel_Rarely,Sales,11,Bachelors,1364,3,Female,98,4,Sales Representative,4,Married,2534,No,14,5,1,0,0
51,No,Travel_Rarely,Research & Development,11,Associates,1367,4,Female,82,2,Manufacturing Director,2,Single,13142,No,16,29,5,2,0
18,No,Non-Travel,Research & Development,1,Bachelors,1368,4,Female,97,3,Laboratory Technician,4,Single,1611,No,15,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,Bachelors,1369,4,Female,60,2,Laboratory Technician,4,Married,5363,No,12,10,9,7,0
27,No,Travel_Frequently,Sales,2,High School,1371,4,Male,43,1,Sales Executive,4,Single,5071,No,20,8,6,2,0
55,Yes,Travel_Rarely,Sales,13,Masters,1372,1,Male,85,4,Sales Executive,3,Single,13695,Yes,17,24,19,7,3
56,No,Travel_Rarely,Research & Development,23,Bachelors,1373,4,Male,68,3,Manufacturing Director,2,Married,13402,Yes,12,33,19,16,15
34,No,Non-Travel,Research & Development,26,High School,1374,1,Female,92,2,Research Scientist,3,Divorced,2029,No,20,5,5,4,0
40,No,Travel_Rarely,Research & Development,2,High School,1375,2,Female,89,4,Healthcare Representative,3,Divorced,6377,No,20,15,12,11,11
34,No,Travel_Rarely,Research & Development,29,Bachelors,1377,2,Male,86,3,Laboratory Technician,3,Married,5429,No,13,10,8,7,7
31,Yes,Travel_Frequently,Sales,2,Bachelors,1379,3,Female,90,2,Sales Representative,4,Single,2785,No,14,3,1,0,0
35,Yes,Travel_Frequently,Sales,18,Masters,1380,4,Female,67,3,Sales Executive,3,Married,4614,Yes,18,5,4,2,3
38,No,Travel_Frequently,Research & Development,7,Bachelors,1382,4,Male,57,4,Research Scientist,3,Divorced,2610,No,11,4,4,2,0
34,No,Travel_Rarely,Research & Development,2,Masters,1383,3,Female,98,3,Healthcare Representative,4,Single,6687,No,11,14,14,11,4
28,No,Travel_Rarely,Sales,26,Bachelors,1387,3,Male,48,2,Sales Executive,1,Married,4724,No,11,5,5,3,0
31,Yes,Travel_Rarely,Research & Development,22,Masters,1389,4,Male,98,3,Manufacturing Director,3,Married,6179,Yes,15,10,10,2,6
39,No,Travel_Rarely,Sales,21,Masters,1390,1,Male,44,2,Sales Executive,4,Married,6120,Yes,12,8,5,4,1
51,No,Travel_Frequently,Sales,2,Bachelors,1391,2,Male,52,3,Sales Executive,2,Married,10596,No,11,14,4,2,3
41,No,Travel_Frequently,Research & Development,22,Bachelors,1392,4,Female,75,3,Research Scientist,4,Divorced,5467,Yes,14,12,6,2,3
37,No,Travel_Rarely,Research & Development,4,High School,1394,3,Male,54,3,Research Scientist,3,Married,2996,Yes,15,8,6,4,1
33,No,Travel_Frequently,Sales,5,High School,1395,2,Male,61,3,Sales Executive,4,Married,9998,No,13,8,5,4,1
32,No,Travel_Rarely,Sales,2,High School,1396,3,Male,36,3,Sales Executive,2,Married,4078,Yes,13,4,3,2,1
39,No,Non-Travel,Research & Development,25,Associates,1397,3,Male,71,3,Healthcare Representative,3,Married,10920,No,21,13,6,4,0
25,No,Travel_Rarely,Sales,18,High School,1399,1,Male,93,4,Sales Executive,3,Married,6232,No,11,6,3,2,1
52,No,Travel_Frequently,Research & Development,28,Associates,1401,4,Female,59,4,Manufacturing Director,3,Married,13247,Yes,11,24,5,3,0
43,No,Travel_Rarely,Research & Development,6,Bachelors,1402,1,Female,73,2,Research Scientist,3,Single,4081,Yes,14,20,20,7,1
27,No,Travel_Rarely,Sales,10,Bachelors,1403,4,Female,98,2,Sales Executive,4,Married,5769,Yes,11,6,6,2,4
27,Yes,Travel_Rarely,Research & Development,17,Masters,1405,4,Female,51,3,Research Scientist,3,Single,2394,Yes,13,8,8,2,7
26,No,Travel_Rarely,Research & Development,2,High School,1407,1,Male,36,2,Research Scientist,4,Single,3904,No,12,5,4,3,1
42,No,Travel_Rarely,Human Resources,10,Bachelors,1408,3,Female,31,3,Manager,1,Married,16799,No,14,21,20,7,0
52,No,Travel_Rarely,Research & Development,8,Masters,1409,3,Female,54,3,Laboratory Technician,1,Married,2950,No,13,12,5,4,0
37,No,Travel_Rarely,Research & Development,11,Bachelors,1411,1,Female,94,3,Laboratory Technician,3,Single,3629,No,18,8,3,2,0
35,No,Travel_Frequently,Research & Development,18,Associates,1412,3,Male,60,3,Manufacturing Director,4,Single,9362,No,11,10,2,2,2
25,No,Travel_Rarely,Research & Development,1,Bachelors,1415,1,Male,81,3,Laboratory Technician,4,Married,3229,No,11,7,3,2,0
26,No,Travel_Rarely,Research & Development,7,Bachelors,1417,3,Male,100,4,Laboratory Technician,1,Single,3578,No,12,8,7,7,0
29,No,Travel_Rarely,Human Resources,17,Bachelors,1419,2,Male,51,2,Human Resources,1,Single,7988,No,13,10,10,9,0
49,Yes,Travel_Frequently,Research & Development,28,Associates,1420,1,Male,97,2,Laboratory Technician,1,Single,4284,No,20,20,4,3,1
29,Yes,Travel_Frequently,Research & Development,14,High School,1421,3,Female,84,3,Healthcare Representative,4,Single,7553,Yes,12,9,8,7,7
54,No,Travel_Rarely,Research & Development,1,Bachelors,1422,4,Female,54,3,Research Director,4,Single,17328,No,19,29,20,7,12
58,No,Travel_Rarely,Research & Development,1,Bachelors,1423,4,Female,76,3,Research Director,1,Married,19701,Yes,21,32,9,8,1
55,No,Travel_Rarely,Research & Development,1,Masters,1424,2,Male,81,4,Research Director,4,Divorced,14732,No,13,31,7,7,0
36,No,Travel_Rarely,Sales,3,Masters,1425,1,Female,99,3,Sales Executive,2,Single,9278,Yes,16,15,5,4,0
31,Yes,Travel_Frequently,Sales,1,Masters,1427,2,Female,50,1,Sales Representative,3,Single,1359,No,12,1,1,0,0
30,No,Travel_Rarely,Sales,7,Masters,1428,4,Female,73,3,Sales Executive,1,Divorced,4779,No,14,8,3,2,0
31,No,Travel_Rarely,Research & Development,8,Doctorate,1430,1,Female,93,3,Research Director,2,Single,16422,No,11,9,3,2,1
34,No,Travel_Frequently,Research & Development,1,Masters,1431,4,Male,91,3,Research Scientist,1,Divorced,2996,No,14,10,4,3,1
31,Yes,Travel_Rarely,Research & Development,8,Bachelors,1433,1,Female,34,2,Research Scientist,2,Single,1261,No,12,1,1,0,0
27,No,Travel_Rarely,Research & Development,11,High School,1434,2,Male,91,3,Laboratory Technician,1,Married,2099,No,14,6,5,0,1
36,No,Travel_Rarely,Research & Development,4,Masters,1435,1,Male,37,2,Laboratory Technician,4,Single,5810,No,16,10,10,4,1
36,No,Travel_Rarely,Sales,16,Masters,1436,3,Female,98,2,Sales Executive,1,Married,5647,No,13,11,3,2,0
47,No,Travel_Rarely,Research & Development,1,Bachelors,1438,1,Male,74,3,Research Scientist,4,Married,3420,No,12,17,6,5,1
25,Yes,Travel_Rarely,Sales,9,Associates,1439,1,Male,68,2,Sales Representative,1,Married,4400,No,12,6,3,2,2
37,No,Non-Travel,Research & Development,5,Associates,1440,3,Male,84,4,Laboratory Technician,3,Single,3500,No,14,7,6,5,1
56,No,Travel_Rarely,Research & Development,1,Associates,1441,1,Female,90,3,Research Scientist,1,Married,2066,No,22,5,3,2,1
47,No,Travel_Rarely,Research & Development,2,Masters,1443,1,Female,82,3,Research Director,3,Married,17169,No,19,26,20,17,5
24,No,Travel_Rarely,Sales,4,High School,1445,4,Female,42,3,Sales Executive,3,Married,4162,Yes,12,5,5,4,0
32,No,Travel_Rarely,Sales,7,Doctorate,1446,4,Male,97,3,Sales Executive,4,Married,9204,No,12,7,4,3,0
34,No,Travel_Rarely,Research & Development,1,Bachelors,1447,4,Female,86,2,Laboratory Technician,2,Married,3294,No,17,7,5,4,0
41,No,Travel_Rarely,Research & Development,5,Doctorate,1448,2,Male,90,4,Research Scientist,3,Married,2127,Yes,12,7,4,2,0
40,No,Non-Travel,Research & Development,9,Masters,1449,3,Male,81,3,Laboratory Technician,3,Divorced,3975,No,11,11,8,7,0
31,No,Travel_Rarely,Sales,8,Associates,1453,1,Male,31,3,Sales Executive,4,Divorced,10793,No,18,13,13,7,9
46,Yes,Travel_Rarely,Sales,9,Bachelors,1457,1,Male,52,3,Sales Executive,4,Divorced,10096,No,11,28,7,7,4
39,Yes,Non-Travel,Research & Development,2,Bachelors,1458,1,Female,54,2,Laboratory Technician,1,Single,3646,Yes,23,11,1,0,0
31,Yes,Travel_Frequently,Research & Development,1,Doctorate,1459,3,Female,100,4,Manufacturing Director,2,Single,7446,No,11,10,10,8,4
45,No,Travel_Rarely,Research & Development,20,Bachelors,1460,2,Male,95,1,Healthcare Representative,1,Divorced,10851,Yes,18,24,7,7,0
31,No,Travel_Rarely,Human Resources,8,Associates,1461,4,Female,96,4,Human Resources,2,Single,2109,No,18,8,3,2,0
31,Yes,Travel_Frequently,Research & Development,2,Bachelors,1464,2,Male,94,3,Laboratory Technician,4,Married,3722,Yes,13,7,2,2,2
45,No,Travel_Rarely,Research & Development,29,Bachelors,1465,2,Male,55,3,Manufacturing Director,4,Married,9380,Yes,18,10,3,1,1
48,No,Travel_Rarely,Sales,7,Bachelors,1466,3,Male,96,3,Sales Executive,1,Divorced,5486,No,11,15,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,Masters,1467,1,Female,52,3,Human Resources,3,Married,2742,No,15,2,2,2,2
40,No,Non-Travel,Research & Development,8,High School,1468,4,Male,55,2,Research Director,2,Divorced,13757,No,11,16,9,8,4
28,No,Travel_Rarely,Sales,5,Bachelors,1469,4,Male,84,3,Sales Executive,1,Single,8463,No,18,6,5,4,1
44,No,Non-Travel,Research & Development,5,Bachelors,1471,3,Male,90,2,Laboratory Technician,3,Single,3162,No,14,7,5,2,0
53,No,Travel_Rarely,Research & Development,2,Bachelors,1472,4,Male,39,4,Research Director,2,Single,16598,No,12,35,9,8,8
49,No,Travel_Rarely,Research & Development,5,Masters,1473,1,Male,96,3,Healthcare Representative,3,Married,6651,No,14,20,3,2,1
40,No,Travel_Rarely,Research & Development,2,Bachelors,1474,3,Male,68,3,Research Scientist,3,Divorced,2345,No,14,8,3,1,1
44,No,Travel_Rarely,Research & Development,20,Bachelors,1475,4,Male,49,3,Research Scientist,2,Single,3420,No,13,6,5,2,1
33,No,Travel_Frequently,Sales,7,Bachelors,1477,4,Male,54,3,Sales Executive,1,Married,4373,No,14,5,4,3,0
34,No,Travel_Rarely,Sales,3,Bachelors,1478,4,Male,81,1,Sales Executive,1,Single,4759,No,18,15,13,9,3
30,No,Travel_Rarely,Sales,16,High School,1479,4,Male,96,3,Sales Executive,3,Married,5301,No,15,4,2,1,2
42,No,Travel_Frequently,Research & Development,9,Associates,1480,1,Female,74,3,Laboratory Technician,4,Single,3673,No,13,12,12,9,5
44,No,Travel_Frequently,Sales,1,Doctorate,1481,1,Female,79,3,Sales Executive,3,Married,4768,No,12,11,1,0,0
30,No,Non-Travel,Research & Development,7,Bachelors,1482,3,Male,64,3,Research Scientist,3,Divorced,1274,No,13,1,1,0,0
57,No,Travel_Rarely,Research & Development,1,Associates,1483,2,Male,93,4,Research Scientist,3,Married,4900,No,24,13,12,9,2
49,No,Travel_Rarely,Research & Development,7,Masters,1484,3,Male,35,3,Healthcare Representative,2,Divorced,10466,No,14,29,8,7,0
34,No,Travel_Frequently,Research & Development,15,Bachelors,1485,2,Male,71,3,Research Director,1,Divorced,17007,No,14,16,14,8,6
28,Yes,Travel_Frequently,Sales,1,Bachelors,1486,1,Male,92,3,Sales Representative,3,Married,2909,No,15,5,3,2,1
29,Yes,Travel_Frequently,Sales,13,Bachelors,1487,1,Female,51,3,Sales Executive,2,Single,5765,No,11,7,5,3,0
34,Yes,Travel_Rarely,Sales,24,Masters,1489,1,Female,40,2,Sales Executive,2,Single,4599,Yes,23,16,15,9,10
